vendor_code,review_count,avg_rating,positive_count,sample_review_text,sample_reviewer,sample_rating
ccej,30,4.1,51,Tuna sandwich was like maybe 1-2 tiny bits of tuna…total ripoff ,Kazi,
uhzz,2,3.8,3,chicken kari taste wasn’t good. same meal with same taste can be found in a local hotel within 130tk,Partha,
p4j2,30,4.42,56,Ekdom perfect crispy chilo. Gorom o peyechi ektu. Filling enough chilo. Satisfied my expectations bola jay. Kharap na bhaloi. I would like to rate it 10/10 based on everything. ,Tonu,
tzdo,1,1.0,0,Plain Rice er obosta ekbare baje,Ahmed,
gye2,30,2.95,35,very bad,Shamsur,
h8my,8,3.19,11,"good portions, decent chicken. delivered fresh food p late, thanks ",Ishan,
rhso,1,1.0,0,I ordered Begun bhorta and they gave me alu bhorta ,Joana,
hggj,14,3.74,23,hot food in poly = microplastic bomb. it also tempers the taste a bit.,Md.,
od0i,2,2.6,2,Good,Mirza,
u7lw,30,3.75,50,loved everything,Rafi,
wjze,30,2.92,33,"sauce pizza te vore gese packet chire! size ulta palta, how irresponsibility! ",SZ,
o993,11,2.85,10,"৪০ টাকা পিস ভাপা পিঠা, অনেক ছোট size, মিষ্টি নামে মাত্র। নারকেল নাই।",Araf,
s6dm,30,3.5,46,No sugar dite bolsi but sugar e vorpur silo ,Nashid,
p96k,3,2.25,2,khub e joghonni khabar.wastage of money,Noman,
kxvy,1,5.0,3,"Ramoni's Kitchen এর প্রতিটি খাবারই অসাধারণ,এর আগে ক্যাফেতে বসে বিফ খিচুড়ি,বার্গার ট্রাই করেছি,দুর্দান্ত ছিলো।।ফুড পান্ডায় ও আজ ফ্রেঞ্চ ফ্রাইটা খুব ভালো ছিল,ইউনিক সস, গুড টেস্ট এন্ড হাইজেনিক ফুড ওভারওল",Juhi,
l6iw,30,3.23,43,"The whole pasta was a thick dough. sticked one with another. So irritating while I was having the pasta, taste was average,  packaging also average.  It doesn’t worth BDT 720",Alvee,
e3pa,30,3.78,52,The food had too much oil and did not meet quality expectations.,Habib,
zgqg,4,4.09,9,the fries was soggy and chowmein was a bit sweet. otherwise it was good,Hridom,
mjmo,7,2.44,5,I got 4 piece wings instead of 6,savera,
jbl1,3,2.14,1,Absolutely horrible meatbox. Pure waste of money and just causes disrespect to taste bud.,Abidul,
ansu,6,3.62,9,So fast and good behavior dalivery service.,Sultana,
cxyh,2,1.8,1,Worst taste!,Shobuj,
pr6c,13,1.94,7,বাজে ফুড।স্বাদ নেই।চামচ দেয়নি।চিকেন অনেক।বাসি।সস্তা পলিথিন আর প্লাস্টিকের সস্তা বাটিতে খাবার দিছে।একটুও স্বাদ নাই।  টাকাটাই অপচয় হইলো। গুলশানেও এই সব রেস্তোরাঁ থাকে হাস্যকর। ,twitter,
ls2j,30,3.53,47,"**** Ar theke faltu khabar ar hote pare na, chingri mach ar vorta r jaigai alu r vorta dise, egg curry r jaigai egg fry dise... Ai haram business r koto din korbe... akebar e faltu******",Estiak,
eg5m,16,2.57,14,"ভাতটা একদম ই ঠান্ডা। পলিথিনে কি কেউ ভাত দেয়? মনে হচ্ছে সন্ধ্যার ভাত দিয়ে দেয়া হয়েছে। আর বাকি গুলো ছিল ডিম ভর্তা যা একটা আস্ত ডিমের ও না, চিংড়ি ভুনা কষানো ভালো হয়নি মশলার গন্ধ। ",Rejoana,
pmoy,4,1.8,2,"Worst food ever i eat , chicken chap not clean. Don’t eat anyone this worst food",MD,
jgex,1,1.67,0,Waste time,Shakib,
z54x,1,2.33,0,Average ,Nafis,
nz09,16,2.62,14,image er sathe mil nei.  🙄🙄🙄. bad experienced ,sabber,
xvtd,30,2.24,19,"নান্না বিরিয়ানির প্যাকেটে খাবার পাঠাইছে। অতি জঘন্যমানহীন খাবার, ছবির সাথে কোন মিল নাই। একটাঅতিছোট টুকরা গরুর চাপ!! শাহী মোরগ পোলাওয়ে ছোট মুরগির পিস সাথে ছবির মত কিছু নাই। পরিষ্কার প্রতারনা🤬🤬🤬👎",Rafida,
ousx,30,3.08,39,"The Tehari taste is disappointing, and the beef is very hard. The beef quantity is also very less. Spending 300+ on this beef Tehari feels like a complete waste of money.",Nawshin,
odcf,3,2.33,3,টাকা পুরাটা জলে তার মধ্যে একটা মিটবাক্স তো দেই নাই,Rabul,
u4cw,30,2.92,32,Average test ! ,MRS.JEON,
m45h,2,1.8,1,Not Recommended . Price onujayee faluda thik chilo na....Ingredients chilo na bollei chole ,HasSan,
fs6a,2,4.6,5,মাংস সিদ্ধ হয় নাই,Omar,
crd8,5,2.64,3,ordered midnight expecting nothing good but the food that came was so bad lost my appetite. rice smelled like it was 2 days old and burger was like the same burger that street venders sell for 50 tk,Mahin,
niz4,3,1.86,1,"I regret ordering at Chatni Restaurant today for lunch. I ordered 4 chicken khichuri, they took extra time which was okay but finally they delivered 4 chicken biriyani!!!!! Worst experience…",Mustafiz,
zmik,30,2.76,26,Love it ,Nazia,
c8kf,2,2.0,0,Not satisfied with their food quality ,Taposi,
fb3p,1,5.0,2,very tasty food 🤩,Arvina,
s4so,5,3.17,6,Absolutely awesome ,Dr.,
ogvy,28,3.74,45,Average..fresh clo na ata sure,Sirajum,
s1b9,30,3.3,38,The cheeseburst crust is highly underrated. So sooo good! ,Basneen,
mi0f,2,5.0,5,"khabar onek moja chilo. Ar price onujayi quantity and packaging o vlo lagche. in future abar order korbo, inshallah! thanks. ",Mahjabin,
zig8,6,4.53,15,Vaiya khabar Alhamdulillah  valo chilo,S.S.,
u1k8,30,2.86,30,food was bad smell and old . couldnt eat . need to complain,Sultan,
ixh7,2,3.0,2,"bad food,small portion",Tashruf,
djtz,5,2.5,4,normal akta pulao hole.. khub flavorful chilo just wow 🥰,Sharli,
mde7,2,4.0,4,"Just wow!

",Jannatul,
hhbd,30,3.43,41,I don't think I got fresh burger. it was cold and hard.,Saira,
mngf,1,4.0,2,yum,Zohra,
seb3,30,2.78,23,Taste is basically good but gets a bit spoiled due to very poor packaging.,Nazneen,
bpk1,30,2.43,24,খাবার আমি পাই নাই? ,Nurnobi,
mw8b,30,3.23,39,kakra ta test aktuo valo na...atar dam rakse 323tk....puro jolei tk ta...4-5 pis silo.. test o valo na... ami vabsi kakra dam jehetu beshi tahole mone hoy kakrar size o boro hobe... akdomi na soto ,Rima,
gzfj,10,2.85,11,বাইচ্ছা সবচাইতে ছোট পিস্ টাই দেন নাকি? ,Samia,
dccz,30,3.47,42,Package needs to improve ,Nasrin,
rjjn,30,3.39,42,Tasty chilo pizza... Burger bun ta valo lageni fresh chilo but taste ta pochondo hoyni ,Sunjima,
bgat,30,2.34,17,"vat er chal diye beef tehari ranna korechhe...worst beef tehari i have ever had...na kono flavour,  na kono smell...full niyechhilam...pura takatai noshto",Aurin,
aq9m,8,3.0,8,kalojam tar taste amon tok tok keno? apnader signature taste e ki amon naki nosto kalojam delivered korechen?,Adnan,
i6ws,1,2.0,0,"Compared to the price, the food is below average! It’s too expensive ",Umaira,
moa4,7,3.53,11,"Good quality, the bun was super soft, beef was properly seasoned and juicy. ",Tausif,
v16i,30,2.94,30,🤮🤮🤮,Arif,
idsk,10,2.44,9,Extremely disappointed. What they show in the picture is totally misleading. What was delivered looked like Sushi from a random street-side stall. Strongly recommending everyone not to order from here,Fardeen,
exdu,9,2.64,8,packaging khub baje.,Zannatul,
j928,30,3.53,40,Oto bhalo lage nai,Nazia,
yeua,30,2.53,25,"khabar quantity ager theke kom silo, r age jmn tasty silo,  sey taste ekdm e ney",Eshita,
jka7,30,3.07,42,bad 😡😡🤬🤬,Md,
w8ja,30,3.51,41,Thanks for giving the requested pieces ,Rahul,
v2z5,23,2.97,25,"valoi chilo, chotto but cute",Tanvir,
lpkw,30,3.03,32,Very bad. Ordered half chicken grill and they sent quarter grill only. They have have messed up my orders before as well,Syful,
hx9b,30,3.56,43,খাবার ভালো ছিল কিন্তু দিতে অনেক দেরি করেছে,Saeeda,
ocrj,8,2.68,8,"motamoti valoi silo but, bbq Sauce or soya sauce jeita use korse setar jonno tok lagsilo",Anika,
wkpz,4,2.56,3,lekha baje but cake bhalo 🙂,Monir,
rzv9,30,3.41,43,মুটামুটি ভালো,md,
feu0,4,2.75,2,momo felt as if I was chewing on rubber!,Faizah,
d28r,2,3.4,3,Not tasty at all. Sugar syrup diye veja r cream o thikmoto deya nai . Akdom valo lageni ,Nahar,
rb3q,1,2.0,0,worst fuchka ever🤢🤢🤢🤢,Zakir,
h6dp,30,2.16,21,চোরের দল। খাবার কম দিয়ে। আবার খারাপ খাবার দিয়ে ব্যাবসা শুরু করছে। ফকিন্নি,Md.,
dhv9,30,3.52,50,very bad Their food,Rabbi,
dzx0,7,3.25,8,bhuna kichuri te Bhat er kichuri dise and mangsho Kono mote ran er ek tujra dise ar moshlar rannar kotha na bollei hoi ,Saima,
h1qh,4,4.0,6,Chicken pasta ta dam onujay onk valo cilo chowmin tao onk valo chilo,MD,
s2tw,30,3.89,53,Good food,Razu,
n5sf,30,3.47,38,"no cutlery, despite i requested",Akihito,
u42l,30,3.24,37,বার্গার ব্রেড বাশি ছিলো। টেস্ট তেমন আহামরি না,SK,
tjpy,2,1.0,0,food is not tasty at all,Billir,
h6fh,1,4.33,3,আরো ভালো করে পরিস্কার করা দরকার ছিলো খাবার। Good ,Syed,
jkk8,30,3.52,43,Chicken er 6ta pc chilo khubi small r smell tao valo chilona... Amito pray order kri moja lage but disappointed holam ajk,Sunjima,
n8xk,8,4.1,16,poka chilo 😑,Mumtahina,
r26z,30,2.04,14,No meat zero flavour 👎,Ayesha,
d39q,4,3.0,4,Disappointing. Not worthy the price!,Nowrin,
xbj9,13,2.29,9,disappointed,Omar,
ym9p,4,4.2,8,Worstt food ever . They literally give me just french fries . There is nothing at all ,Meharun,
pfb1,7,3.59,9,মোটামুটি চলে,Urmee,
lpyg,30,2.89,26,poor quantity man. disappointed.,sharmine,
at2g,30,2.84,32,Pizza was good but pasta is total trash like they dipped it in water ,Rohan,
v3q8,1,1.0,0,"Pretty bad chicken,  coffee given without straw ",Adib,
b6jt,4,4.0,6,good job,Aysha,
f25q,2,4.6,5,faluda as usual too good the milkshake is so satisfying ,Ridwana,
il4r,1,3.0,0,A bit overpriced a salad dressing would have also been nice to have but was missing. ,Saira,
yjwi,30,2.95,34,According to the amount of food the prize is much higher.,Ariful,
c972,28,3.64,42,Hazelnut tasted too sweet. Packaging for a takeaway drink is too poor.,Ishrat,
ypm5,30,2.97,37,I ordered plain rice and they give me fried rice and there was no egg and vegetable in my packet. it was just red fried rice with chicken and salad . Totally disgusting platter it was. Bad experience,Md.,
fa00,5,2.67,5,Dal dilen naki hath dhoya pani!! chicken curry er kotha bad e dilam. not recommend this restaurant.,Raazu,
ymbq,30,3.81,47,"This is the worst food I’ve ever eaten, I, ordered chotpoti, doi fuchka, drinks, and potato chips OMG disgusting. Little better was Jhalmuri.",Saoda,
u3qe,25,3.24,36,"khub valo chilo, thanks mithai💕",soniya,
dtyx,1,2.33,1,পঁচা sticky baje vapa pitha! কত দিন আগের Allah e janen,Mrs,
rn45,30,3.39,42,খাবার এর মান ভালো তবে পরিমাণ খুবই কম ,md.,
itkg,30,3.17,35,dry kabab and shrimp is so tiny.,Maimun,
d29u,4,3.44,5,"the volcano beef was really really good, though I would definitely prefer ordering again if the size improves a bit for the price im paying",Sultana,
ne0t,9,3.17,13,Noshto chilo sandwich ,somik,
hmcu,3,3.0,3,"delicious, best firni in town !",simran,
sbic,14,3.06,17,খাবারে চুল দিয়ে ভরা। ৪ টা চুল পাওয়ার পর খাবার খেতে আর রুচি হলো না ,Noshin,
n0zu,30,2.59,22,"খাবারের মান ভালো ছিল না,,,,বিশেষ করে ঝোল টা",Mainul,
jgrz,30,2.48,26,"Ordered khichuri and tehari, they sent EXPIRED tehari and EXPIRED morog polao not even khichuri",kabbo,
s5ug,24,2.8,23,"Rice tasted wired, no coconut milk syrup .poor quality ",Nowrin,
a3w2,30,3.96,51,good,Anika,
jj7x,15,3.1,21,They ruined my cake. Disgusting packaging,Sabbir,
lbqv,30,3.19,39,taste different but overpriced ,Sharmin,
ceyj,6,2.6,5,staff was rude,Farhana,
ksd0,30,3.51,45,"ordered a chocolate tart, it was highly delectable. i also ordered a red velvet cupcake but i had received a red velvet cheesecake. didnt like it. black forest delight is WAYY too greasy, wasnt yummy.",safa,
lgrj,10,3.67,19,French Fries was super well fried.  hope to order you again.,joynob,
mkof,6,2.2,4,"why are they still on the food panda app they provided food that was probably in their fridge and they provided that with a little bit of microwave, now me and my wife is suffering from stomach ache",Sayed,
u3xt,2,1.4,0,"Many pins are used in food packaging and this can be dangerous.
",Naimul,
oid3,30,3.75,43,"Tenders were delicious as always. Toast was good and fries portion was amazing. However, the wrap was lacking. It's mostly coleslaw and the packaging could be improved. The wrap is pretty big.",Ibrahim,
finj,1,2.33,1,"Both items are fake, Turkish chicken salad is just regular salad with raw chicken, and diet soup is we found in futpath soup cart ,  this is the 1st and last time I order from here, negative star -⭐",Md,
jgiz,1,1.0,0,"poor taste, delivery much delayed",Raafi,
h6wf,30,3.55,44,"ami order korsi 5ta lau chingri, 2ta dal, 1ta roshun vorta paisi 4ta lau chingri, 1ta mach, 2ta vaat, 1 roshun vorta , packaging e poly dise age box use korto, quantity o kom, very bad",Nowrin,
o8k3,1,5.0,2,the test was good,Jahidul,
vhzq,10,1.64,2,apnara mia faltu chitar ekabare 2 bar order disi kachi na dia tehari disen ...keo kinben na ekhan theke,sefath,
lnba,18,2.91,20,"Faltu Restaurant, ami grill r porota order disi, era grill nai dekhaia khali porota pathaisey. Order cancel er o kono option dei nai. Third class service.",Tafsir,
jah4,2,1.5,0,"Worst food ever, soup was so salty that we couldn't eat but the price is sky high. Noodles were too much oily and not even tasty.",Seyama,
m4p4,2,2.0,0,did not receive coffee,Arif,
fsma,2,1.0,0,"২ ঘন্টা অপেক্ষা করার পর খাওয়া পাইছি, এবং চিকেন খিচুরি নষ্ট/পচা ছিলো ",Rashedul,
ejhq,30,3.03,35,"dear, how many times have to inform. please pack food preperly. chicken chicken no gravy at all. all curry/gravy has spilled. ",Ariful,
sgj1,12,3.14,12,Overall quality was decent but there was no mozzarella cheese which I added! ,Saif,
u3ax,27,3.46,39,Best at the Joynal Market. ,Nishat,
mu70,30,3.6,46,Tasty and Fresh,Md,
lw4t,30,4.83,78,i was hoping for a jhor jhore khichuri although it tastes like home and quantity of kichuri rice so huge but they should improve the packaging ,MD,
wjlt,30,2.92,33,undercooked Chicken and tasteless pasta,Shitol,
br6f,30,2.68,25,Kacha patishapta dilo,Ashiana,
c1kd,5,2.85,7,telapia chaisi disen onno fish,Shaheen,
gink,1,5.0,2,Good Quality off pizza but someting small But Very Quick delivery and Polite person,Jakial,
wf16,5,4.33,10,"এটা,কোনো মিট বক্স হলো যতো সব ফালতু জিনিস  এতো লবন মনে হচ্ছে বিষ  ভাই চাইলে ও ভালো কিছু বলতে পারতেছি না৷ এসব বিক্রি করা বন্ধ করুন🙏  আলু আর লবনই ছিলো বেশি তারপর কোনো সস ঐ দেওয়া হয়,নাই৷ ভাই আমি কি শত্রু",Miraz,
yhkv,8,3.12,7,Expire Doi,MD,
cijh,30,4.44,66,"Quantity was amazing, but too salty. Please improve it, rest is well. ",Farhan,
unvg,2,5.0,4, highly rated; people like the meat quality and Turkish-style presentation.,Apu,
wv9h,14,3.11,18,the worst food I had ever spent mony on. reget till date.There was no meat in a 400 taka tehari box. It was worst ,Mahdi,
lqeh,1,3.67,1,"Mota chaler kichuri dim vaji 120 taka is expensive 


",asad,
px7w,30,3.62,53,Khabar thanda silo r tk hisabe beef kom hoy,Mydha,
o9sf,2,1.0,0,khub e baje cake ,maria,
fmux,30,3.7,52,Was greasy ,Amisha,
nd0e,20,2.83,20,ভালো লাগে নাই তেমন।  পিক আপ দিয়ে গেলে বলে এটা নাই। অফ করতে ভুলে গেছে। হাবি জাবি। আবার বাসি জিনিস ও থাকে,Noor,
t9uv,6,2.07,3,todays chicken is fried more than one times and burnt it .taste is disgusting..never expect from such things..,Ifteakharus,
mid4,16,3.98,32,egg fuchka ta onk moja chilo 😋,Sohel,
s9nr,9,2.39,7,"Food was tasty but it lacked authenticity because the texture of the chips and nachos was hard and color was too yellow. Also, there were no beans and jalapenos. ",Nashrah,
fvhe,4,4.56,7,very good taste...,Moshiur,
ki33,8,2.26,5,"Not Greek salad - too much capsicum, no feta. Bland fruit salad. Star only to comment.",Naeema,
gobn,8,2.79,6,puzza was cold when it was delivered. The cheese tasted bad also. Need improvement. ,Arif,
hcbr,1,5.0,3,really surprised super food super free delivery 💙,Md,
eax5,23,4.21,46,fantasticc seafood pastaaa,Shishimaru,
hgu8,4,3.2,6,not good ,Masbahul,
xkjt,30,2.73,30,the gave me pain paratha inside nan!! ,Rim,
x05n,6,4.29,12,salt kom. add more salt next time ,Zarif,
ik62,1,5.0,3,one of the best mutton biriyani,Taskeen,
pknm,4,5.0,11,"handi biriyani just wow, just become a fan of it, morog polao is also nice n fresh ",Maimuna,
hcnd,11,3.57,18,The egg potch that we saw in the photo was not provided. The noodles also didn’t taste good. In short the delivered food didn’t match the photo and description of the ordered food,Nafiz,
tcwq,3,2.0,2,It was not a cheesecake,Alice,
azuy,4,3.2,6,"Tacos ta besi moja lagse. sub sandwich ta ager moto taste nai, chicken er poriman kom lagse r onk besi sause diye dubano silo. ",নুসরাত,
mcm6,26,3.16,34,service khub e disappointing! ,Habiba,
bp6r,25,3.1,28,pizza baze wak 🤮🤮.. wings was good,Ferdousi,
j6rf,30,3.68,49,good,Mithun,
gx68,8,3.89,14,"চেয়েছিলাম মোরগ পোলাও , পেয়েছি চিকেন কোরমা পোলাও। আগে একবার খেয়েছি মোরগ পোলাও ভাল ছিল,  কোরমা পোলাওটা খুব বাজে ",Iqram,
vpbn,30,3.43,45,Excellent 👌 . Super delicious 😋 . Highly recommended ❤️,Hossain,
rr74,23,3.44,32,I liked there Chicken Fry but meat box was full of Potatos.,Sadia,
l2wo,26,3.32,37,The taste was disappointing ,Binti,
lpr8,5,3.31,7,খাবারগুলো খুবই মানসম্মত ছিল এবং টেস্টটি এ পর্যন্ত দুইবার অর্ডার করেছি দুইবারই ভালো পেয়েছি কিন্তু প্যাকেজিং টা একটু উন্নত করলে ভালো হতো।,Harun,
ar6y,27,1.98,13,not useful ,jafrin,
igyx,15,2.0,8,Beef got burnt and rice was not too fresh ,Farin,
k7ax,30,2.97,33,Taste was best ,Iftekhar,
zsk7,30,2.65,28,very bad food,আরেফিন,
vy7z,30,3.58,45,Good ,Santa,
ptwo,30,3.67,48,Fried rice ta balo chelo na & chicken wings ta oh ❌,Arko,
su0r,6,2.2,5,i order lau chingri but they gave me mix veg. i ordered roti they gave me paratha.and egg bhorta is very horrible ...no masala only boiled egg smashed with onion. and quantity is veryyyyy lessssss,Sonam,
bkqq,6,3.62,10,thik rat 11 tar age ami knock kori tomay........,AB,
kqat,14,3.54,21,Most of the coffee fell...packing is not upto the standard. ,Fyrooz,
ckct,5,2.45,3,"but it wasn't a urgent delivery, took usual time",Fahim,
clml,30,2.65,29,good,sumon,
x4io,8,3.7,12,alhamdulillah taste onak Valo and quantity o Valo but Apu aktu gravy ba jhol ta r aktu besi dile Valo Hoi aktu Kom hoye jai quantity onujai thank you for good food...,Nupur,
zwwu,30,3.49,49,ভালো ছিলো ,Apon,
ic53,26,3.97,49,Too salty but good amount of seafood ,Marzia,
mgt1,30,2.89,33,"The meat was chewy hard to breakdown very tough, the quality is degraded not ordering again ",Saif,
i0bb,6,3.38,10,🫩. Food was good. They took a lot preparing time. Chicken Rice Master was actually good. jhakanaka sauce dile r o bhalo lagto. 🫠,Arup,
jidr,13,2.68,13,"the coleslaw test was good but the portion size needs to be better, it was like 2 full tablespoon at max",Babu,
s8mp,30,3.16,36,The food was very good.  It was pretty warm still when it arrived.  It was packaged nicely so that the bread didn’t get soggy on the bruschetta.  ,Merindy,
q55x,18,1.9,8,very bad.... there is very small amount of meat,arif,
o1cp,4,2.6,4,Curd was expired & very bad smell.,Monir,
s9zb,30,2.56,26,"It was just the worst. I have had this before but now there was no cream cheese, nothing just water and Oreo biscuit. 330 taka totally wasted. It was just disgusting.",Nafisa,
bc3n,1,5.0,3,Extraordinary flavour and the amount is fulfilling. Would like to order again soon🤤😋,Tohfa,
afqs,5,1.55,1,After eating we had severe food poisoning,Tahmeed,
p5fz,30,3.71,49,"The salad was stale, the cucumber tasted sour, and the lemon was not fresh. I also found a rotten alu bokhara while eating. It honestly felt like old food was mixed with fresh food. Very disappointing",MD,
br3x,1,5.0,3,fresh and delicious ,Dona,
x3cv,5,2.71,6,worst khichuri. had food poisoning ,Rubayet,
sv48,1,4.33,3,price onujeye khabarer taste o quantity bhalo cilo...,Rafsan,
l72j,23,2.9,26,"2 ta karage chicken,2 ta chicken ball stick r 2 ta chicken bologna order krechi. Bkash payment diye. Chicken bolognar bodole 2 ta chicken sausage deya hoyeche just. Jetar dam 40 tk matro.bt i paid ful",Maisha,
r1b5,9,2.91,9,"Letka khichuri was too overpricd.only koykta alu r mishti kumrar 2kra diye banano normal khichuri eto price kivabe hoy!dscrption e murgi o mentioned chilo, but there was no murgi.taste was avrg though",MoniSha,
nuze,21,3.6,34,Took long enough to deliver. Food was cold and tasteless. Momo was broken. Not worthy of money at all. ,Mehnaz,
r7q1,27,3.95,43,thanks for delivering at this time of the morning ,Rokeya,
yylg,5,3.36,5,pizza was nothing near to the picture shown here. It's regular subpar pizza ruti. ,Maksudur,
gpxs,8,2.58,7,good,SinThya,
wvka,10,2.58,8,"খুবই বাজে , 80tk te eto kharap khabar kokhonoi expect kori ni",Sams,
s76a,20,2.29,16,Chick n tender basi chilo ,Tanzina,
v4bo,3,4.14,5,"This was my second order, and the quality was maintained at the same high standard.",Sakib,
sn1q,6,3.71,11,"i will always order from them, too good,  perfectly seasoned ",Erica,
oeuj,30,2.08,19,আমার জীবনের এত বাজে খাবার আমি জীবনে খাইনি কেউ দয়া করে এইখান থেকে কেউ খাবার কিনে খাবেন না তাহলে কিন্তু টাকা সময় দুইটাই যাবে একদম বাজে খাবার,Sobuj,
ppt9,4,3.0,4,Very bad quality,Shariful,
xoy3,6,3.71,9,Tasty food or nice packaging ❤️,Fahad,
bxoa,27,4.65,63,niceee....,Omit,
xlu5,12,3.27,16,Tulba was not good,MIRZA,
dfwh,3,3.5,4,They serve frozen food🤢. Do not buy. Food has no seasonings. Worst meal ever!,Mr.,
ck9f,30,3.32,43,food was good,Md.,
w3iq,30,3.42,41,I didn’t receive anything ,Aisha,
u5yx,10,3.8,15,Chicken Russian roll is rotten and smelly. Very unpleasant ,S,
scxp,18,1.95,8,What the actuall f??? 460 takay etuku mangsho ?? and daal eto patla keno?? description e to dry likha chilo scamming korar jayga pan na ?? ,Maisha,
r4jo,6,3.71,11,enough for two people. very tasty,Mahira,
i36o,2,1.8,1,Platter was incomplete . Fruits and jilapi was missing ,Farjana,
hyiw,28,3.2,33,The food seemed stale — it tasted like it had been served from the previous day.,Yuki,
fr2i,30,3.99,59,"I can order this all day everyday!! Love my iced latte from delifrance, it’s one of the most amazing one.",Mahin,
hrox,30,3.5,44,"The burger was soo flavourfull and tasty.According to the price the food has many facilities,Best burger ever✨",FARHAN,
z6hz,30,3.22,39,"grill was not properly prepared, just foul",Meraj,
hf06,1,5.0,3,oaaaaoooo সেই,Sheikh,
smbb,1,3.67,1,the chocolate sauce was too oily,Araf,
gnh3,28,3.22,38,Was more at the sweeter side ,Tasnim,
gdjb,9,3.19,12,"quantity too low, & delivery not on time ",Afsana,
uh8v,3,4.0,6,cheap price and best quality. so yummy 😋,Sabbir,
u81j,11,3.32,12,l.g.c. doner tasted way better than the honey mustard doner (HM sauce was a bit too sweet),Jaber,
m19p,3,4.5,6,best peyese sob kisu❤️❤️❤️🫶,Pushpita,
olau,7,3.42,11,ঢাকার সব থেকে খারাব পিৎজা। টাকা নস্ট হইছে।,Bellal,
jhn6,30,3.08,36,"Shrim fry was over fried,chicken fry was too oily.Rice was average.",Naomi,
ujg9,4,2.82,3,Was supposed to get a soft drink didn’t get the drink disappointed other than that food is good,Farzanayasmin,
nm56,30,3.64,43,Too salty for me,Nadia,
j6ps,2,3.4,1,mota moti balo cilo . ,Anyone,
i9pe,17,3.58,24,tasty & good quantity,AR,
tk3z,16,2.71,17,pizza ta onek choto chilo,Halal,
qjmn,5,4.33,10,Do better. Soup bland. Less salt overall and mayo in burger. Star for comment.,Naeema,
s6vq,5,2.27,3,Ato baje,Efty,
oo3u,22,3.75,36,"the burger was good but not worth the price! It had only one bacon!! For this price, the meat and bacon should be larger!",Abdullah,
ai3e,28,3.09,30,Why did you remove the chocolate leaf from on top of the chocolate tart? :/ It shows the leaf in the picture but it’s not on the tart,Sara,
amhc,2,2.2,1,Very Average ,Raihan,
qh5o,30,3.36,38,"truly disappointed with today's food! Too much oil and bad packaging, it ruined my dress!!",Aleef,
ir9v,30,4.12,60,খাবার সব সময় ভালো পেয়েছি আলহামদুলিল্লাহ৷ আজকেও রুটি আর পরোটা ভালো ছিলো। কিন্তু আলু ভাজিতে বালু বালু লেগেছে৷ বিষয়টা দেখার অনুরোধ করছি।,Ayon,
qm4j,23,2.74,24,"সময় মতো আসে নাই, খাবার পুরো ঠান্ডা করে দিছে, ব্যবহারে মাধূর্য নাই। ",Redwan,
ztej,5,4.5,10,item gula fresh..khichurir test ta arkta barano jete pare.. overall good..extra oil nai ja valo lagse,Tanjib,
pbiw,2,1.8,1,mughlai order korechilam .. er theke baje mughlai ami amar life e o khaini .. egg er kichui nei .. ruti er moddhe olpo kichu chicken diye nam diyeche mughlai.. so shame.. ,Murshida,
adzq,15,3.2,22,Little mess oil usage would have made it much better. ,M,
eg0l,10,3.54,16,সব কিছুর সাথে সরিষা মিক্স করে ভর্তা নষ্ট করেছে আর টাকি মাছের ভর্তায় মাছ নাই শুধু পেঁয়াজ আর সরিষা। ছবিতে ছিল ৩পিস পাবদা দিয়েছে ২পিস সেগুলো ছোট সাইজের।,Arif,
vpra,2,3.0,2,Junk food please don’t buy anyone ,Masud,
jdxv,10,3.15,13,The pasta was wayyyy top spicy and the Alfredo pasta lacked salt. The corndog was tasty though.,Zakia,
j9hw,30,3.5,49,The chicken with moong dal was really delicious.,Naba,
imkd,3,3.44,6,it's actually good. the smell isn't weird. It's not too sweet. Keep it up. ,Nowrin,
rqig,2,1.0,0,they provide me fish instead of chicken,Dr,
zpem,30,2.89,27,Quality khub baje chilo. kalo tel diye vajar smell chilo. Black hoye chilo 2ta chicken. ,Mehraj,
nthn,3,2.5,3,"they newly cooked and gave me the food, egg korma was just onion and egg, onion was raw. khawar moto na. dal vorta adha seddho dal, again not eatable... throwing out both",Wasif,
xwai,1,5.0,2,great ,Az,
ujla,1,5.0,3,"Food was so yummy totally homemade taste. .sooo fresh and tasty.... Highly recommend.,... super tasty 10/10",Nuha,
jwnd,29,2.51,26,Texas BBQ chicken is my fvt now,Dr.,
ep6q,8,3.19,9,I didn't get the order. ,Disha,
mf9a,7,3.74,13,. Kebab e Kono salt ba shothik masala amount chilona.keo ki Luchi DIYE shukna kebab khay shudhu? Salad/mayonnaise koi? At leas,Mirza,
d7m7,19,3.82,33,"The burger tastes shit, the fries was a dump!! The pizza!!! The worst I ever had!!!",Faisal,
rq8h,30,3.99,59,"Ordered Mixed Chowmein. It was really good, quantity was enough for two people. Price onujai quantity onek chilo. ",Sabiha,
qru4,13,2.53,8,"The curd was fresh and good. but the packaging was a little bit bad, that's why some curd had spilled. ",Abdul,
g1qg,9,2.71,9,not good,Jiniya,
nda6,30,3.52,49,very good,Towfeeq,
u3hn,30,3.55,44,I don't know how they make it or how they pack it. Unprofessional. It was a total mess! The whole pizzad toppings moved to only two slices and rest of the pizza was topping less. Why? Who to blame?,Ahshanul,
